,Employment,YearsCode,YearsCodePro,PreviousSalary,ComputerSkills,Employed,Age_>35,Accessibility_Yes,EdLevel_NoHigherEd,EdLevel_Other,EdLevel_PhD,EdLevel_Undergraduate,Gender_NonBinary,Gender_Woman,MentalHealth_Yes,MainBranch_NotDev,Employment_bin,YearsCode_bin,YearsCodePro_bin,PreviousSalary_bin,ComputerSkills_bin
employ597,True,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
employ598,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
employ599,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
employ600,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False
employ601,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
employ602,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
employ603,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True
employ604,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False
employ605,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
employ606,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True
employ607,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ608,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
employ609,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False
employ610,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ611,True,True,True,True,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True
employ612,True,True,True,True,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
employ613,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
employ614,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False
employ615,False,True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
employ616,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True
employ617,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
employ618,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,False
employ619,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
employ620,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True
employ621,True,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True
employ622,True,True,False,True,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True
employ623,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,True
employ624,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
employ625,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
employ626,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True,True,True,True
employ627,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
employ628,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True
employ629,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True
employ630,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ631,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
employ632,False,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False
employ633,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,True,True,True,False,True
employ634,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False
employ635,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False
employ636,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ637,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False
employ638,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ639,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False
employ640,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True
employ641,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True
employ642,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
employ643,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
employ644,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
employ645,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
employ646,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
employ647,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True
employ648,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
employ649,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
employ650,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False
employ651,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ652,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
employ653,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,True,True,True
employ654,True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,False,True,True,True,True,False
employ655,True,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False
employ656,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True
employ657,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
employ658,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
employ659,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
employ660,True,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False
employ661,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
employ662,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
employ663,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
employ664,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ665,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
employ666,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False
employ667,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
employ668,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
employ669,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
employ670,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
employ671,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True
employ672,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ673,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,True
employ674,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,True
employ675,False,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
employ676,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
employ677,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
employ678,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ679,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
employ680,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False
employ681,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
employ682,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ683,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,True,True
employ684,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
employ685,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
employ686,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,True
employ687,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True
employ688,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
employ689,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
employ690,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,False,False
employ691,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False
employ692,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False
employ693,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ694,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ695,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
employ696,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
employ697,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False
employ698,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
employ699,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
employ700,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
employ701,True,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
employ702,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ703,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True
employ704,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
employ705,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
employ706,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ707,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,True,True,True,True,True
employ708,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ709,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
employ710,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ711,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False
employ712,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ713,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
employ714,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ715,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False
employ716,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
employ717,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False
employ718,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
employ719,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False
employ720,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ721,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
employ722,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True
employ723,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
employ724,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
employ725,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False
employ726,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,False
employ727,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,True
employ728,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ729,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False
employ730,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
employ731,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False
employ732,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,True,True,True,True,True
employ733,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
employ734,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ735,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ736,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ737,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
employ738,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False
employ739,True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
employ740,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
employ741,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True
employ742,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ743,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
employ744,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False
employ745,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ746,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False
employ747,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
employ748,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True
employ749,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ750,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
employ751,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False
employ752,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ753,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ754,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
employ755,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True
employ756,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
employ757,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ758,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
employ759,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True
employ760,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,True,True,True,True
employ761,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True
employ762,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False
employ763,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True
employ764,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True
employ765,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ766,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
employ767,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False
employ768,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
employ769,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
employ770,True,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True
employ771,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
employ772,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
employ773,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True
employ774,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
employ775,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True
employ776,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ777,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
employ778,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False
employ779,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True
employ780,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True
employ781,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ782,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
employ783,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False
employ784,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True
employ785,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ786,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ787,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True
employ788,False,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
employ789,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ790,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True
employ791,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
employ792,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
employ793,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
employ794,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True
employ795,True,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,True,True,True,True,True
employ796,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
employ797,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True
employ798,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
employ799,False,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
employ800,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ801,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ802,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
employ803,False,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
employ804,False,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,True,False
employ805,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
employ806,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
employ807,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
employ808,False,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
employ809,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
employ810,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False
employ811,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ812,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
employ813,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ814,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ815,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False
employ816,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True
employ817,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ818,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ819,False,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
employ820,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
employ821,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
employ822,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
employ823,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
employ824,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
employ825,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False
employ826,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
employ827,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True,False,True
employ828,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
employ829,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
employ830,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
employ831,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False
employ832,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
employ833,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False
employ834,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True
employ835,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
employ836,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True
employ837,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
employ838,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True
employ839,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
employ840,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
employ841,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
employ842,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ843,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
employ844,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True
employ845,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
employ846,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ847,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True
employ848,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ849,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True
employ850,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ851,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
employ852,True,True,True,True,True,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,True
employ853,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
employ854,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
employ855,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,True,True,True,False
employ856,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ857,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True
employ858,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ859,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
employ860,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
employ861,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ862,True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,False,True,True,True,True,True
employ863,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ864,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
employ865,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ866,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ867,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,True
employ868,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,False,True
employ869,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
employ870,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
employ871,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ872,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
employ873,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ874,True,True,True,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
employ875,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
employ876,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False
employ877,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
employ878,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
employ879,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ880,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ881,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,True
employ882,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
employ883,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
employ884,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False
employ885,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
employ886,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
employ887,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
employ888,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True
employ889,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ890,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
employ891,False,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,True,True
employ892,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
employ893,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True,True,False
employ894,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False
employ895,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
employ896,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False
